,species,th_d,zchip,th_m,phi_m,v_esc
46,$^{88}$Sr,0.4363323129985824,136294.69212970903,0.7853981633974483,0.6981317007977318,0.15625
47,$^{88}$Sr,0.4363323129985824,136294.69212970903,0.7853981633974483,1.0471975511965976,0.15625
48,$^{88}$Sr,0.4363323129985824,136294.69212970903,1.5707963267948966,0.0,0.234375
49,$^{88}$Sr,0.4363323129985824,136294.69212970903,1.5707963267948966,0.3490658503988659,0.15625
50,$^{88}$Sr,0.4363323129985824,136294.69212970903,1.5707963267948966,0.6981317007977318,0.15625
51,$^{88}$Sr,0.4363323129985824,136294.69212970903,1.5707963267948966,1.0471975511965976,0.0
52,$^{88}$Sr,0.4363323129985824,136294.69212970903,2.356194490192345,0.0,0.390625
53,$^{88}$Sr,0.4363323129985824,136294.69212970903,2.356194490192345,0.3490658503988659,0.234375
54,$^{88}$Sr,0.4363323129985824,136294.69212970903,2.356194490192345,0.6981317007977318,0.234375
55,$^{88}$Sr,0.4363323129985824,136294.69212970903,2.356194490192345,1.0471975511965976,0.15625
56,$^{88}$Sr,0.4363323129985824,136294.69212970903,3.141592653589793,0.0,2.421875
57,$^{88}$Sr,0.4363323129985824,136294.69212970903,3.141592653589793,0.3490658503988659,2.421875
58,$^{88}$Sr,0.4363323129985824,136294.69212970903,3.141592653589793,0.6981317007977318,2.421875
59,$^{88}$Sr,0.4363323129985824,136294.69212970903,3.141592653589793,1.0471975511965976,2.421875
60,$^{88}$Sr,0.5235987755982988,68147.34606485452,0.0,0.0,1.40625
61,$^{88}$Sr,0.5235987755982988,68147.34606485452,0.0,0.3490658503988659,1.40625
62,$^{88}$Sr,0.5235987755982988,68147.34606485452,0.0,0.6981317007977318,1.40625
63,$^{88}$Sr,0.5235987755982988,68147.34606485452,0.0,1.0471975511965976,1.40625
64,$^{88}$Sr,0.5235987755982988,68147.34606485452,0.7853981633974483,0.0,0.3125
65,$^{88}$Sr,0.5235987755982988,68147.34606485452,0.7853981633974483,0.3490658503988659,0.15625
66,$^{88}$Sr,0.5235987755982988,68147.34606485452,0.7853981633974483,0.6981317007977318,0.15625
67,$^{88}$Sr,0.5235987755982988,68147.34606485452,0.7853981633974483,1.0471975511965976,0.15625
68,$^{88}$Sr,0.5235987755982988,68147.34606485452,1.5707963267948966,0.0,0.234375
69,$^{88}$Sr,0.5235987755982988,68147.34606485452,1.5707963267948966,0.3490658503988659,0.15625
70,$^{88}$Sr,0.5235987755982988,68147.34606485452,1.5707963267948966,0.6981317007977318,0.0
71,$^{88}$Sr,0.5235987755982988,68147.34606485452,1.5707963267948966,1.0471975511965976,0.0
72,$^{88}$Sr,0.5235987755982988,68147.34606485452,2.356194490192345,0.0,0.390625
73,$^{88}$Sr,0.5235987755982988,68147.34606485452,2.356194490192345,0.3490658503988659,0.234375
74,$^{88}$Sr,0.5235987755982988,68147.34606485452,2.356194490192345,0.6981317007977318,0.15625
75,$^{88}$Sr,0.5235987755982988,68147.34606485452,2.356194490192345,1.0471975511965976,0.15625
76,$^{88}$Sr,0.5235987755982988,68147.34606485452,3.141592653589793,0.0,2.34375
77,$^{88}$Sr,0.5235987755982988,68147.34606485452,3.141592653589793,0.3490658503988659,2.34375
78,$^{88}$Sr,0.5235987755982988,68147.34606485452,3.141592653589793,0.6981317007977318,2.34375
79,$^{88}$Sr,0.5235987755982988,68147.34606485452,3.141592653589793,1.0471975511965976,2.34375
80,$^{88}$Sr,0.5235987755982988,102221.01909728177,0.0,0.0,2.34375
81,$^{88}$Sr,0.5235987755982988,102221.01909728177,0.0,0.3490658503988659,2.34375
82,$^{88}$Sr,0.5235987755982988,102221.01909728177,0.0,0.6981317007977318,2.34375
83,$^{88}$Sr,0.5235987755982988,102221.01909728177,0.0,1.0471975511965976,2.34375
84,$^{88}$Sr,0.5235987755982988,102221.01909728177,0.7853981633974483,0.0,0.625
85,$^{88}$Sr,0.5235987755982988,102221.01909728177,0.7853981633974483,0.3490658503988659,0.390625
86,$^{88}$Sr,0.5235987755982988,102221.01909728177,0.7853981633974483,0.6981317007977318,0.3125
87,$^{88}$Sr,0.5235987755982988,102221.01909728177,0.7853981633974483,1.0471975511965976,0.3125
88,$^{88}$Sr,0.5235987755982988,102221.01909728177,1.5707963267948966,0.0,0.46875
89,$^{88}$Sr,0.5235987755982988,102221.01909728177,1.5707963267948966,0.3490658503988659,0.234375
90,$^{88}$Sr,0.5235987755982988,102221.01909728177,1.5707963267948966,0.6981317007977318,0.234375
91,$^{88}$Sr,0.5235987755982988,102221.01909728177,1.5707963267948966,1.0471975511965976,0.15625
92,$^{88}$Sr,0.5235987755982988,102221.01909728177,2.356194490192345,0.0,0.703125
93,$^{88}$Sr,0.5235987755982988,102221.01909728177,2.356194490192345,0.3490658503988659,0.390625
94,$^{88}$Sr,0.5235987755982988,102221.01909728177,2.356194490192345,0.6981317007977318,0.3125
95,$^{88}$Sr,0.5235987755982988,102221.01909728177,2.356194490192345,1.0471975511965976,0.3125
96,$^{88}$Sr,0.5235987755982988,102221.01909728177,3.141592653589793,0.0,2.421875
97,$^{88}$Sr,0.5235987755982988,102221.01909728177,3.141592653589793,0.3490658503988659,2.421875
98,$^{88}$Sr,0.5235987755982988,102221.01909728177,3.141592653589793,0.6981317007977318,2.421875
99,$^{88}$Sr,0.5235987755982988,102221.01909728177,3.141592653589793,1.0471975511965976,2.421875
100,$^{88}$Sr,0.5235987755982988,136294.69212970903,0.0,0.0,2.421875
101,$^{88}$Sr,0.5235987755982988,136294.69212970903,0.0,0.3490658503988659,2.421875
102,$^{88}$Sr,0.5235987755982988,136294.69212970903,0.0,0.6981317007977318,2.421875
103,$^{88}$Sr,0.5235987755982988,136294.69212970903,0.0,1.0471975511965976,2.421875
104,$^{88}$Sr,0.5235987755982988,136294.69212970903,0.7853981633974483,0.0,0.546875
105,$^{88}$Sr,0.5235987755982988,136294.69212970903,0.7853981633974483,0.3490658503988659,0.46875
106,$^{88}$Sr,0.5235987755982988,136294.69212970903,0.7853981633974483,0.6981317007977318,0.390625
107,$^{88}$Sr,0.5235987755982988,136294.69212970903,0.7853981633974483,1.0471975511965976,0.3125
108,$^{88}$Sr,0.5235987755982988,136294.69212970903,1.5707963267948966,0.0,0.390625
109,$^{88}$Sr,0.5235987755982988,136294.69212970903,1.5707963267948966,0.3490658503988659,0.3125
110,$^{88}$Sr,0.5235987755982988,136294.69212970903,1.5707963267948966,0.6981317007977318,0.234375
111,$^{88}$Sr,0.5235987755982988,136294.69212970903,1.5707963267948966,1.0471975511965976,0.234375
112,$^{88}$Sr,0.5235987755982988,136294.69212970903,2.356194490192345,0.0,0.546875
113,$^{88}$Sr,0.5235987755982988,136294.69212970903,2.356194490192345,0.3490658503988659,0.46875
114,$^{88}$Sr,0.5235987755982988,136294.69212970903,2.356194490192345,0.6981317007977318,0.390625
115,$^{88}$Sr,0.5235987755982988,136294.69212970903,2.356194490192345,1.0471975511965976,0.3125
116,$^{88}$Sr,0.5235987755982988,136294.69212970903,3.141592653589793,0.0,2.421875
117,$^{88}$Sr,0.5235987755982988,136294.69212970903,3.141592653589793,0.3490658503988659,2.421875
118,$^{88}$Sr,0.5235987755982988,136294.69212970903,3.141592653589793,0.6981317007977318,2.421875
119,$^{88}$Sr,0.5235987755982988,136294.69212970903,3.141592653589793,1.0471975511965976,2.421875
120,$^{88}$Sr,0.6108652381980153,68147.34606485452,0.0,0.0,1.875
121,$^{88}$Sr,0.6108652381980153,68147.34606485452,0.0,0.3490658503988659,1.875
122,$^{88}$Sr,0.6108652381980153,68147.34606485452,0.0,0.6981317007977318,1.875
123,$^{88}$Sr,0.6108652381980153,68147.34606485452,0.0,1.0471975511965976,1.875
124,$^{88}$Sr,0.6108652381980153,68147.34606485452,0.7853981633974483,0.0,0.78125
125,$^{88}$Sr,0.6108652381980153,68147.34606485452,0.7853981633974483,0.3490658503988659,0.46875
126,$^{88}$Sr,0.6108652381980153,68147.34606485452,0.7853981633974483,0.6981317007977318,0.3125
127,$^{88}$Sr,0.6108652381980153,68147.34606485452,0.7853981633974483,1.0471975511965976,0.3125
128,$^{88}$Sr,0.6108652381980153,68147.34606485452,1.5707963267948966,0.0,0.625
129,$^{88}$Sr,0.6108652381980153,68147.34606485452,1.5707963267948966,0.3490658503988659,0.3125
130,$^{88}$Sr,0.6108652381980153,68147.34606485452,1.5707963267948966,0.6981317007977318,0.234375
131,$^{88}$Sr,0.6108652381980153,68147.34606485452,1.5707963267948966,1.0471975511965976,0.234375
132,$^{88}$Sr,0.6108652381980153,68147.34606485452,2.356194490192345,0.0,1.015625
133,$^{88}$Sr,0.6108652381980153,68147.34606485452,2.356194490192345,0.3490658503988659,0.46875
134,$^{88}$Sr,0.6108652381980153,68147.34606485452,2.356194490192345,0.6981317007977318,0.390625
135,$^{88}$Sr,0.6108652381980153,68147.34606485452,2.356194490192345,1.0471975511965976,0.390625
136,$^{88}$Sr,0.6108652381980153,68147.34606485452,3.141592653589793,0.0,2.34375
137,$^{88}$Sr,0.6108652381980153,68147.34606485452,3.141592653589793,0.3490658503988659,2.34375
138,$^{88}$Sr,0.6108652381980153,68147.34606485452,3.141592653589793,0.6981317007977318,2.34375
139,$^{88}$Sr,0.6108652381980153,68147.34606485452,3.141592653589793,1.0471975511965976,2.34375
140,$^{88}$Sr,0.6108652381980153,102221.01909728177,0.0,0.0,2.421875
141,$^{88}$Sr,0.6108652381980153,102221.01909728177,0.0,0.3490658503988659,2.421875
142,$^{88}$Sr,0.6108652381980153,102221.01909728177,0.0,0.6981317007977318,2.421875
143,$^{88}$Sr,0.6108652381980153,102221.01909728177,0.0,1.0471975511965976,2.421875
144,$^{88}$Sr,0.6108652381980153,102221.01909728177,0.7853981633974483,0.0,1.09375
145,$^{88}$Sr,0.6108652381980153,102221.01909728177,0.7853981633974483,0.3490658503988659,0.703125
146,$^{88}$Sr,0.6108652381980153,102221.01909728177,0.7853981633974483,0.6981317007977318,0.546875
147,$^{88}$Sr,0.6108652381980153,102221.01909728177,0.7853981633974483,1.0471975511965976,0.546875
148,$^{88}$Sr,0.6108652381980153,102221.01909728177,1.5707963267948966,0.0,0.703125
149,$^{88}$Sr,0.6108652381980153,102221.01909728177,1.5707963267948966,0.3490658503988659,0.46875
150,$^{88}$Sr,0.6108652381980153,102221.01909728177,1.5707963267948966,0.6981317007977318,0.390625
151,$^{88}$Sr,0.6108652381980153,102221.01909728177,1.5707963267948966,1.0471975511965976,0.3125
152,$^{88}$Sr,0.6108652381980153,102221.01909728177,2.356194490192345,0.0,1.015625
153,$^{88}$Sr,0.6108652381980153,102221.01909728177,2.356194490192345,0.3490658503988659,0.703125
154,$^{88}$Sr,0.6108652381980153,102221.01909728177,2.356194490192345,0.6981317007977318,0.546875
155,$^{88}$Sr,0.6108652381980153,102221.01909728177,2.356194490192345,1.0471975511965976,0.546875
156,$^{88}$Sr,0.6108652381980153,102221.01909728177,3.141592653589793,0.0,2.421875
157,$^{88}$Sr,0.6108652381980153,102221.01909728177,3.141592653589793,0.3490658503988659,2.421875
158,$^{88}$Sr,0.6108652381980153,102221.01909728177,3.141592653589793,0.6981317007977318,2.421875
159,$^{88}$Sr,0.6108652381980153,102221.01909728177,3.141592653589793,1.0471975511965976,2.421875
160,$^{88}$Sr,0.6108652381980153,136294.69212970903,0.0,0.0,2.421875
161,$^{88}$Sr,0.6108652381980153,136294.69212970903,0.0,0.3490658503988659,2.421875
162,$^{88}$Sr,0.6108652381980153,136294.69212970903,0.0,0.6981317007977318,2.421875
163,$^{88}$Sr,0.6108652381980153,136294.69212970903,0.0,1.0471975511965976,2.421875
164,$^{88}$Sr,0.6108652381980153,136294.69212970903,0.7853981633974483,0.0,0.625
165,$^{88}$Sr,0.6108652381980153,136294.69212970903,0.7853981633974483,0.3490658503988659,0.625
166,$^{88}$Sr,0.6108652381980153,136294.69212970903,0.7853981633974483,0.6981317007977318,0.546875
167,$^{88}$Sr,0.6108652381980153,136294.69212970903,0.7853981633974483,1.0471975511965976,0.546875
168,$^{88}$Sr,0.6108652381980153,136294.69212970903,1.5707963267948966,0.0,0.46875
169,$^{88}$Sr,0.6108652381980153,136294.69212970903,1.5707963267948966,0.3490658503988659,0.46875
170,$^{88}$Sr,0.6108652381980153,136294.69212970903,1.5707963267948966,0.6981317007977318,0.390625
171,$^{88}$Sr,0.6108652381980153,136294.69212970903,1.5707963267948966,1.0471975511965976,0.390625
172,$^{88}$Sr,0.6108652381980153,136294.69212970903,2.356194490192345,0.0,0.625
173,$^{88}$Sr,0.6108652381980153,136294.69212970903,2.356194490192345,0.3490658503988659,0.625
174,$^{88}$Sr,0.6108652381980153,136294.69212970903,2.356194490192345,0.6981317007977318,0.546875
175,$^{88}$Sr,0.6108652381980153,136294.69212970903,2.356194490192345,1.0471975511965976,0.546875
176,$^{88}$Sr,0.6108652381980153,136294.69212970903,3.141592653589793,0.0,2.421875
177,$^{88}$Sr,0.6108652381980153,136294.69212970903,3.141592653589793,0.3490658503988659,2.421875
178,$^{88}$Sr,0.6108652381980153,136294.69212970903,3.141592653589793,0.6981317007977318,2.421875
179,$^{88}$Sr,0.6108652381980153,136294.69212970903,3.141592653589793,1.0471975511965976,2.421875
180,$^{88}$Sr,0.6981317007977318,68147.34606485452,0.0,0.0,2.109375
181,$^{88}$Sr,0.6981317007977318,68147.34606485452,0.0,0.3490658503988659,2.109375
182,$^{88}$Sr,0.6981317007977318,68147.34606485452,0.0,0.6981317007977318,2.109375
183,$^{88}$Sr,0.6981317007977318,68147.34606485452,0.0,1.0471975511965976,2.109375
184,$^{88}$Sr,0.6981317007977318,68147.34606485452,0.7853981633974483,0.0,1.484375
185,$^{88}$Sr,0.6981317007977318,68147.34606485452,0.7853981633974483,0.3490658503988659,0.859375
186,$^{88}$Sr,0.6981317007977318,68147.34606485452,0.7853981633974483,0.6981317007977318,0.625
187,$^{88}$Sr,0.6981317007977318,68147.34606485452,0.7853981633974483,1.0471975511965976,0.546875
188,$^{88}$Sr,0.6981317007977318,68147.34606485452,1.5707963267948966,0.0,1.171875
189,$^{88}$Sr,0.6981317007977318,68147.34606485452,1.5707963267948966,0.3490658503988659,0.625
190,$^{88}$Sr,0.6981317007977318,68147.34606485452,1.5707963267948966,0.6981317007977318,0.46875
191,$^{88}$Sr,0.6981317007977318,68147.34606485452,1.5707963267948966,1.0471975511965976,0.390625
192,$^{88}$Sr,0.6981317007977318,68147.34606485452,2.356194490192345,0.0,1.5625
193,$^{88}$Sr,0.6981317007977318,68147.34606485452,2.356194490192345,0.3490658503988659,0.9375
194,$^{88}$Sr,0.6981317007977318,68147.34606485452,2.356194490192345,0.6981317007977318,0.703125
195,$^{88}$Sr,0.6981317007977318,68147.34606485452,2.356194490192345,1.0471975511965976,0.625
196,$^{88}$Sr,0.6981317007977318,68147.34606485452,3.141592653589793,0.0,2.34375
197,$^{88}$Sr,0.6981317007977318,68147.34606485452,3.141592653589793,0.3490658503988659,2.34375
198,$^{88}$Sr,0.6981317007977318,68147.34606485452,3.141592653589793,0.6981317007977318,2.34375
199,$^{88}$Sr,0.6981317007977318,68147.34606485452,3.141592653589793,1.0471975511965976,2.34375
200,$^{88}$Sr,0.6981317007977318,102221.01909728177,0.0,0.0,2.421875
201,$^{88}$Sr,0.6981317007977318,102221.01909728177,0.0,0.3490658503988659,2.421875
202,$^{88}$Sr,0.6981317007977318,102221.01909728177,0.0,0.6981317007977318,2.421875
203,$^{88}$Sr,0.6981317007977318,102221.01909728177,0.0,1.0471975511965976,2.421875
204,$^{88}$Sr,0.6981317007977318,102221.01909728177,0.7853981633974483,0.0,1.484375
205,$^{88}$Sr,0.6981317007977318,102221.01909728177,0.7853981633974483,0.3490658503988659,1.171875
206,$^{88}$Sr,0.6981317007977318,102221.01909728177,0.7853981633974483,0.6981317007977318,0.859375
207,$^{88}$Sr,0.6981317007977318,102221.01909728177,0.7853981633974483,1.0471975511965976,0.859375
208,$^{88}$Sr,0.6981317007977318,102221.01909728177,1.5707963267948966,0.0,1.015625
209,$^{88}$Sr,0.6981317007977318,102221.01909728177,1.5707963267948966,0.3490658503988659,0.78125
210,$^{88}$Sr,0.6981317007977318,102221.01909728177,1.5707963267948966,0.6981317007977318,0.625
211,$^{88}$Sr,0.6981317007977318,102221.01909728177,1.5707963267948966,1.0471975511965976,0.546875
212,$^{88}$Sr,0.6981317007977318,102221.01909728177,2.356194490192345,0.0,1.328125
213,$^{88}$Sr,0.6981317007977318,102221.01909728177,2.356194490192345,0.3490658503988659,1.09375
214,$^{88}$Sr,0.6981317007977318,102221.01909728177,2.356194490192345,0.6981317007977318,0.859375
215,$^{88}$Sr,0.6981317007977318,102221.01909728177,2.356194490192345,1.0471975511965976,0.78125
216,$^{88}$Sr,0.6981317007977318,102221.01909728177,3.141592653589793,0.0,2.421875
217,$^{88}$Sr,0.6981317007977318,102221.01909728177,3.141592653589793,0.3490658503988659,2.421875
218,$^{88}$Sr,0.6981317007977318,102221.01909728177,3.141592653589793,0.6981317007977318,2.421875
219,$^{88}$Sr,0.6981317007977318,102221.01909728177,3.141592653589793,1.0471975511965976,2.421875
220,$^{88}$Sr,0.6981317007977318,136294.69212970903,0.0,0.0,2.421875
221,$^{88}$Sr,0.6981317007977318,136294.69212970903,0.0,0.3490658503988659,2.421875
222,$^{88}$Sr,0.6981317007977318,136294.69212970903,0.0,0.6981317007977318,2.421875
223,$^{88}$Sr,0.6981317007977318,136294.69212970903,0.0,1.0471975511965976,2.421875
224,$^{88}$Sr,0.6981317007977318,136294.69212970903,0.7853981633974483,0.0,0.625
225,$^{88}$Sr,0.6981317007977318,136294.69212970903,0.7853981633974483,0.3490658503988659,0.625
226,$^{88}$Sr,0.6981317007977318,136294.69212970903,0.7853981633974483,0.6981317007977318,0.703125
227,$^{88}$Sr,0.6981317007977318,136294.69212970903,0.7853981633974483,1.0471975511965976,0.703125
228,$^{88}$Sr,0.6981317007977318,136294.69212970903,1.5707963267948966,0.0,0.390625
229,$^{88}$Sr,0.6981317007977318,136294.69212970903,1.5707963267948966,0.3490658503988659,0.46875
230,$^{88}$Sr,0.6981317007977318,136294.69212970903,1.5707963267948966,0.6981317007977318,0.46875
231,$^{88}$Sr,0.6981317007977318,136294.69212970903,1.5707963267948966,1.0471975511965976,0.46875
232,$^{88}$Sr,0.6981317007977318,136294.69212970903,2.356194490192345,0.0,0.625
233,$^{88}$Sr,0.6981317007977318,136294.69212970903,2.356194490192345,0.3490658503988659,0.625
234,$^{88}$Sr,0.6981317007977318,136294.69212970903,2.356194490192345,0.6981317007977318,0.625
235,$^{88}$Sr,0.6981317007977318,136294.69212970903,2.356194490192345,1.0471975511965976,0.625
236,$^{88}$Sr,0.6981317007977318,136294.69212970903,3.141592653589793,0.0,2.421875
237,$^{88}$Sr,0.6981317007977318,136294.69212970903,3.141592653589793,0.3490658503988659,2.421875
238,$^{88}$Sr,0.6981317007977318,136294.69212970903,3.141592653589793,0.6981317007977318,2.421875
239,$^{88}$Sr,0.6981317007977318,136294.69212970903,3.141592653589793,1.0471975511965976,2.421875
240,$^{88}$Sr,0.7853981633974483,68147.34606485452,0.0,0.0,2.1875
241,$^{88}$Sr,0.7853981633974483,68147.34606485452,0.0,0.3490658503988659,2.1875
242,$^{88}$Sr,0.7853981633974483,68147.34606485452,0.0,0.6981317007977318,2.1875
243,$^{88}$Sr,0.7853981633974483,68147.34606485452,0.0,1.0471975511965976,2.1875
244,$^{88}$Sr,0.7853981633974483,68147.34606485452,0.7853981633974483,0.0,1.796875
245,$^{88}$Sr,0.7853981633974483,68147.34606485452,0.7853981633974483,0.3490658503988659,1.328125
246,$^{88}$Sr,0.7853981633974483,68147.34606485452,0.7853981633974483,0.6981317007977318,1.015625
247,$^{88}$Sr,0.7853981633974483,68147.34606485452,0.7853981633974483,1.0471975511965976,0.9375
248,$^{88}$Sr,0.7853981633974483,68147.34606485452,1.5707963267948966,0.0,1.71875
249,$^{88}$Sr,0.7853981633974483,68147.34606485452,1.5707963267948966,0.3490658503988659,0.9375
250,$^{88}$Sr,0.7853981633974483,68147.34606485452,1.5707963267948966,0.6981317007977318,0.703125
251,$^{88}$Sr,0.7853981633974483,68147.34606485452,1.5707963267948966,1.0471975511965976,0.625
252,$^{88}$Sr,0.7853981633974483,68147.34606485452,2.356194490192345,0.0,2.1875
253,$^{88}$Sr,0.7853981633974483,68147.34606485452,2.356194490192345,0.3490658503988659,1.40625
254,$^{88}$Sr,0.7853981633974483,68147.34606485452,2.356194490192345,0.6981317007977318,1.015625
255,$^{88}$Sr,0.7853981633974483,68147.34606485452,2.356194490192345,1.0471975511965976,0.9375
256,$^{88}$Sr,0.7853981633974483,68147.34606485452,3.141592653589793,0.0,2.421875
257,$^{88}$Sr,0.7853981633974483,68147.34606485452,3.141592653589793,0.3490658503988659,2.421875
258,$^{88}$Sr,0.7853981633974483,68147.34606485452,3.141592653589793,0.6981317007977318,2.421875
259,$^{88}$Sr,0.7853981633974483,68147.34606485452,3.141592653589793,1.0471975511965976,2.421875
260,$^{88}$Sr,0.7853981633974483,102221.01909728177,0.0,0.0,2.421875
261,$^{88}$Sr,0.7853981633974483,102221.01909728177,0.0,0.3490658503988659,2.421875
262,$^{88}$Sr,0.7853981633974483,102221.01909728177,0.0,0.6981317007977318,2.421875
263,$^{88}$Sr,0.7853981633974483,102221.01909728177,0.0,1.0471975511965976,2.421875
264,$^{88}$Sr,0.7853981633974483,102221.01909728177,0.7853981633974483,0.0,1.796875
265,$^{88}$Sr,0.7853981633974483,102221.01909728177,0.7853981633974483,0.3490658503988659,1.5625
266,$^{88}$Sr,0.7853981633974483,102221.01909728177,0.7853981633974483,0.6981317007977318,1.328125
267,$^{88}$Sr,0.7853981633974483,102221.01909728177,0.7853981633974483,1.0471975511965976,1.25
268,$^{88}$Sr,0.7853981633974483,102221.01909728177,1.5707963267948966,0.0,1.171875
269,$^{88}$Sr,0.7853981633974483,102221.01909728177,1.5707963267948966,0.3490658503988659,1.015625
270,$^{88}$Sr,0.7853981633974483,102221.01909728177,1.5707963267948966,0.6981317007977318,0.78125
271,$^{88}$Sr,0.7853981633974483,102221.01909728177,1.5707963267948966,1.0471975511965976,0.78125
272,$^{88}$Sr,0.7853981633974483,102221.01909728177,2.356194490192345,0.0,1.484375
273,$^{88}$Sr,0.7853981633974483,102221.01909728177,2.356194490192345,0.3490658503988659,1.328125
274,$^{88}$Sr,0.7853981633974483,102221.01909728177,2.356194490192345,0.6981317007977318,1.09375
275,$^{88}$Sr,0.7853981633974483,102221.01909728177,2.356194490192345,1.0471975511965976,1.015625
276,$^{88}$Sr,0.7853981633974483,102221.01909728177,3.141592653589793,0.0,2.421875
277,$^{88}$Sr,0.7853981633974483,102221.01909728177,3.141592653589793,0.3490658503988659,2.421875
278,$^{88}$Sr,0.7853981633974483,102221.01909728177,3.141592653589793,0.6981317007977318,2.421875
279,$^{88}$Sr,0.7853981633974483,102221.01909728177,3.141592653589793,1.0471975511965976,2.421875
280,$^{88}$Sr,0.7853981633974483,136294.69212970903,0.0,0.0,2.421875
281,$^{88}$Sr,0.7853981633974483,136294.69212970903,0.0,0.3490658503988659,2.421875
282,$^{88}$Sr,0.7853981633974483,136294.69212970903,0.0,0.6981317007977318,2.421875
